TA4.47;Euro 7 pollutant limits;TA6.47;+;The implementation of Euro 7 pollutant limits can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.48;nan;TA6.48;-;The lack of progress in achieving the target of reducing emissions from agriculture can negatively impact the development of sustainable agricultural practices and the reduction of emissions from land use change.
TA4.49;Starting from 2025, at least 2% of aviation fuels will be green;TA6.50;+;The increase in the use of green aviation fuels can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA6.51;+;The implementation of measures to cover external costs of transport can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA6.52;+;The development of seamless multimodal passenger transport systems can support the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.53;The death toll for all modes of transport in the EU will be close to zero;TA6.53;+;The reduction of the death toll from transport can contribute to the promotion of sustainable transport systems and the reduction of emissions from transport, which can help achieve the targets related to climate action and sustainable development.
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure;TA6.54;+;The promotion of active transport modes can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.55;Zero-emission in urban logistics;TA6.55;+;The implementation of zero-emission urban logistics can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;TA6.56;+;The promotion of short-sea shipping can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.57;Renovate the EU’s maritime fleet to improve their energy efficiency;TA6.57;+;The renovation of the EU's maritime fleet can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.58;Pursue the objective of zero-emission ports;TA6.58;+;The implementation of measures to achieve zero-emission ports can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030;TA6.59;+;The development of synthetic aviation fuels can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that;TA6.60;+;The implementation of measures to increase the use of advanced biofuels and renewable fuels can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.8;Member States with maritime ports should endeavour to ensure that from 2030 the share of renewable fuels of non-biological origin;TA6.61;+;The promotion of renewable fuels of non-biological origin in maritime transport can contribute to the reduction of emissions from transport and the promotion of sustainable transport systems, which can help achieve the targets related to climate action and sustainable development.
TA4.9;Cut the emissions of transport sector by 90%;TA6.62;+;The reduction of emissions from the transport sector can contribute to the achievement of the targets related to climate action and sustainable development.
TA5.1;nan;TA6.63;-;The lack of progress in achieving the target of reducing emissions from agriculture can negatively impact the development of sustainable agricultural practices and the reduction of emissions from land use change.
TA5.10;Increase renewable energy in agriculture and food sector;TA6.64;+;The increase in renewable energy in agriculture and food sector can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.11;Protect the environment and restore natural resources;TA6.65;+;The protection of the environment and the restoration of natural resources can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.12;Secure and ensure access to a range of quality seeds for plant varieties;TA6.66;+;The development of sustainable agricultural practices and the preservation of genetic resources can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.13;Reduce food waste;TA6.67;+;The reduction of food waste can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.14;Scale-up and promote sustainable and socially responsible production methods;TA6.68;+;The promotion of sustainable and socially responsible production methods can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.15;Reduce the environmental and climate footprint of the EU food system;TA6.69;+;The reduction of the environmental and climate footprint of the EU food system can contribute to the reduction of emissions from land use change and the promotion of sustainable land use, which can help achieve the targets related to climate action and sustainable development.
TA5.16;Ensure fair income and salaries;TA6.70;+;The promotion of fair income and salaries can contribute to the development of sustainable agricultural practices and the reduction of emissions from land use change, which can help achieve the targets related to climate action and sustainable development.
TA5.17;Help farmers and fishers to strengthen their position;TA6.71;+;The support to farmers and fishers can contribute to the development of sustainable agricultural practices and the reduction of emissions from land use change, which can help achieve the targets related to climate action and sustainable development.
TA5.18;Improve agricultural rules;TA6.72;+;The improvement of agricultural rules can contribute to the development of sustainable agricultural practices and the reduction of emissions from land use change, which can help achieve the targets related to climate action and sustainable development.
TA5.19;Preserve the affordability of food;TA6.73;+;The preservation of the affordability of food can contribute to the development of sustainable agricultural practices and the reduction of emissions from land use change, which can help achieve the targets related to climate action and sustainable development.
